Id,City,Date,Channel,Pincode,Merchant Name,Delivery Charge,Min Order,Product Name,Product ID,Product URL,Rating,Stock Status,Food Type,Discount,FSSAI License,Net Weight,Packaging,Shelf Life,Type,Brand,Price,Weight,Delivery Type,Quantity Sold
7f77da69-8321-4781-abdf-31f5a7a26907,Pune,06-09-2024,,256962,Blinkit,,135.3,Butter,c491dfac,https://blinkit.com/product/1060,4.1,In Stock,Non-Vegetarian,41%,1.25274E+11,838g,Paper,4 months,Beverages,Britannia,52.29,302g,Express,9
e90bf906-d9b3-43b3-8c22-dcc87960c57e,Delhi,21-12-2024,In-Store,525316,Blinkit,38.88,,Butter,9081277a,https://blinkit.com/product/7508,1.4,In Stock,Vegetarian,18%,2.23527E+11,545g,Glass Bottle,21 months,,Kellogg's,36.43,483g,Standard,33
d69e3201-0ae8-463a-89dc-187c1bbb3d94,Delhi,21-03-2024,Online,273054,Blinkit,22.84,453.61,Eggs,ae9c357e,https://blinkit.com/product/8248,3.4,In Stock,Non-Vegetarian,5%,3.28059E+11,390g,Tetra Pack,,Dairy,Tropicana,86.68,842g,Standard,41
c30cf9ee-4745-46de-b537-535b0ff14d7c,Delhi,19-03-2024,In-Store,525316,Blinkit,31.43,,Eggs,40cfc94a,https://blinkit.com/product/6233,4.3,Out of Stock,Non-Vegetarian,25%,4.20972E+11,739g,Plastic,15 months,Beverages,Britannia,210.83,165g,Express,5
12b7f81d-77bc-45ac-8e07-93899cce18ed,Chennai,05-10-2024,App,520254,Blinkit,26.89,,Fruits,16d1ef76,https://blinkit.com/product/1341,4.2,Out of Stock,Vegetarian,17%,9.09211E+11,918g,Plastic,22 months,Dairy,Britannia,258.62,619g,Express,62
d7ed035b-312d-4c66-8fd2-0d0894c2eaa0,Bangalore,13-02-2025,Online,360450,Blinkit,31.7,418.81,Butter,1b682776,https://blinkit.com/product/2107,4.7,Out of Stock,Non-Vegetarian,18%,9.33288E+11,665g,Tetra Pack,24 months,Beverages,Nestle,422.85,408g,Standard,46
64dc47ce-bc08-4443-bfdb-2406a8463ef3,Delhi,30-08-2024,In-Store,142121,Blinkit,13.09,193.29,Bread,082b49f7,https://blinkit.com/product/2084,,,,40%,2.39128E+11,211g,Paper,8 months,Fruits & Vegetables,,176.99,372g,Standard,46
18a4e8c1-7941-4bd6-8b83-bfbc6173a1e1,Chennai,11-04-2024,App,393986,,43.4,454.43,Butter,ee23c5fa,https://blinkit.com/product/3137,1.7,In Stock,Vegetarian,32%,6.58824E+11,801g,Plastic,24 months,Fruits & Vegetables,Amul,111.75,953g,Express,57
073851bc-2267-45c0-9cc6-3512fd137072,Pune,22-09-2024,Online,242325,Blinkit,37.48,185.98,Snacks,590a45aa,,3,Out of Stock,Non-Vegetarian,22%,9.45414E+11,701g,Tetra Pack,4 months,Beverages,Mother Dairy,182.35,968g,Express,62
93fe76d0-3617-4e60-b455-7ef0464dda71,Mumbai,16-03-2024,In-Store,774234,Blinkit,48.58,492.16,Milk,2ca17e54,https://blinkit.com/product/2892,4.2,In Stock,Vegetarian,31%,9.00057E+11,584g,Paper,10 months,Beverages,Real,259.26,187g,Standard,94
28908f14-8db0-4359-a974-502608d8bfcc,Bangalore,05-05-2024,In-Store,704411,Blinkit,29.68,189.77,Butter,51d76989,https://blinkit.com/product/2013,1.9,Out of Stock,Vegetarian,47%,7.94833E+11,784g,Paper,7 months,Fruits & Vegetables,Real,148.72,967g,Express,66
e0f92b21-60af-4d44-a176-3e99c2aeb47b,Kolkata,26-04-2024,In-Store,491919,Blinkit,,405.54,Eggs,,https://blinkit.com/product/2237,2.7,In Stock,Vegetarian,33%,1.83207E+11,931g,Glass Bottle,9 months,Dairy,Amul,,327g,Express,91
,Hyderabad,01-03-2025,App,932130,Blinkit,42.73,418.66,Bread,a23bd030,https://blinkit.com/product/7295,1.1,Out of Stock,Non-Vegetarian,41%,5.33109E+11,241g,,8 months,Beverages,Tropicana,184.3,103g,Express,21
890c4d01-861b-4abd-8c05-49a3bb110cb1,Mumbai,30-01-2025,App,329213,Blinkit,16.3,455.38,Snacks,5de04168,https://blinkit.com/product/2846,4.8,Out of Stock,Vegetarian,39%,5.65106E+11,,Paper,4 months,Grocery,Tropicana,76.22,492g,Standard,5
bdbfc007-6f94-46d3-82f5-fc626a4274e8,Chennai,12-08-2024,Online,461394,Blinkit,19.22,277.79,Vegetables,46fe9de1,https://blinkit.com/product/4727,1.7,Out of Stock,Non-Vegetarian,46%,5.33954E+11,869g,Plastic,23 months,Beverages,Mother Dairy,409.53,320g,Standard,42
8007b378-2a6b-4f50-8d39-058d4f7d34e3,Kolkata,18-12-2024,In-Store,264232,Blinkit,32.99,382.56,Juice,0d1e0f5d,https://blinkit.com/product/8179,,Out of Stock,Vegetarian,28%,9.53125E+11,559g,Tetra Pack,11 months,Grocery,Amul,192.76,436g,Express,50
ec4ef8a0-687a-4e31-9492-da8239038582,Delhi,29-01-2025,Online,817905,Blinkit,48.33,125.82,Fruits,dd9fa63e,,4.3,Out of Stock,Vegetarian,32%,5.18709E+11,753g,Glass Bottle,14 months,Beverages,Amul,173.16,762g,Express,15
eb0a921b-6b5f-4e0b-986c-9aa73e459148,Ahmedabad,17-08-2024,In-Store,774234,Blinkit,46.92,417.27,Bread,b9194ba6,https://blinkit.com/product/9766,2.3,In Stock,Non-Vegetarian,8%,3.9605E+11,418g,Tetra Pack,12 months,Bakery,Britannia,409.73,928g,Express,13
4481a268-603a-4f79-8a07-8e37567725d4,Pune,13-09-2024,In-Store,240153,Blinkit,35.23,399.53,Milk,b4c78a34,https://blinkit.com/product/1964,4.9,Out of Stock,Vegetarian,21%,3.67856E+11,699g,Paper,8 months,Bakery,Real,480.16,746g,Standard,79
757eb972-41d3-4b4d-88b5-9ad57b7a9581,Bangalore,07-03-2025,In-Store,108804,Blinkit,20.17,367.6,Butter,0dc4be79,https://blinkit.com/product/2734,4,In Stock,Non-Vegetarian,8%,2.6559E+11,260g,Paper,16 months,Bakery,Mother Dairy,378.32,341g,Express,86
7c78712f-a9b3-4e6b-8cbb-2c04a8bab35d,Mumbai,14-03-2024,App,471355,Blinkit,47.09,483.84,Juice,d0ebe4eb,https://blinkit.com/product/2696,2.3,In Stock,Vegetarian,17%,8.47284E+11,675g,Paper,19 months,Snacks,Kellogg's,129.93,323g,Standard,92
318a6f27-ab39-4d51-bc3e-88295c8ef29a,Kolkata,10-07-2024,App,,Blinkit,39.88,122.24,,ff50e016,https://blinkit.com/product/2073,1.4,In Stock,Non-Vegetarian,48%,9.19776E+11,690g,Paper,7 months,Grocery,Real,380.26,523g,Standard,14
5381d11c-c2c9-4fe3-aeb0-05946a54d1fb,Mumbai,05-10-2024,,430266,Blinkit,22.94,284.05,Cereal,2cb96ff4,https://blinkit.com/product/3535,1.6,In Stock,Vegetarian,23%,5.82353E+11,526g,Paper,7 months,Grocery,Kellogg's,475.41,436g,,49
c1bd959f-b176-4d45-a259-df7560eaaabd,Delhi,02-09-2024,Online,477803,Blinkit,47.62,297.65,Butter,c1a98ab2,https://blinkit.com/product/1010,4.4,Out of Stock,Non-Vegetarian,27%,8.84901E+11,859g,Paper,22 months,Fruits & Vegetables,Real,431.25,822g,Standard,27
71c358e6-454d-4805-a390-b40ee3f2528b,,08-06-2024,Online,795929,Blinkit,16.85,173.17,Eggs,130f592e,https://blinkit.com/product/3813,2.3,Out of Stock,Vegetarian,42%,7.64148E+11,592g,Paper,13 months,Dairy,Mother Dairy,179.13,894g,Standard,95
f79814f7-6cfa-4058-8098-c653003a9a10,Hyderabad,29-03-2024,Online,608867,Blinkit,24.24,348.8,Vegetables,2b8f7b3f,https://blinkit.com/product/4779,5,In Stock,,12%,4.41294E+11,624g,Paper,20 months,Dairy,Mother Dairy,122.97,643g,Standard,40
0fb5bc2b-e251-4c98-b180-362d02d713c0,Kolkata,02-02-2025,In-Store,517843,Blinkit,41.22,204.71,Milk,248b4cfe,https://blinkit.com/product/1574,4.7,In Stock,Non-Vegetarian,7%,1.37569E+11,743g,Paper,6 months,Snacks,Britannia,256.31,742g,Express,11
d5c7d57f-89fa-4004-9f7d-d1f24e60bb2e,Mumbai,15-02-2025,Online,908837,Blinkit,10.17,185.79,Juice,dbd928c2,https://blinkit.com/product/2532,1.5,Out of Stock,Non-Vegetarian,32%,9.74371E+11,585g,Glass Bottle,23 months,Grocery,Real,233.3,313g,Standard,61
91b46d11-0747-4b7f-838a-29db7b247857,Hyderabad,11-10-2024,In-Store,271585,Blinkit,18.66,120.05,Butter,e36541fd,https://blinkit.com/product/6882,4.9,In Stock,Vegetarian,39%,1.10506E+11,,Plastic,20 months,Grocery,Britannia,335.7,571g,Standard,33
6e134128-77bc-47f6-a454-13afd486f4e6,Delhi,21-06-2024,In-Store,298329,Blinkit,42.52,166.47,Milk,901f7e13,https://blinkit.com/product/1741,4.1,In Stock,Non-Vegetarian,33%,7.12179E+11,933g,Plastic,22 months,Fruits & Vegetables,Britannia,274.4,457g,Standard,100
61751244-6275-4f1c-8e6c-23921a7e0a1f,Delhi,10-08-2024,App,537347,Blinkit,42.92,155.12,Snacks,431100fb,https://blinkit.com/product/9934,1.4,Out of Stock,Non-Vegetarian,28%,2.19169E+11,969g,Plastic,12 months,Beverages,Kellogg's,109.87,558g,Express,65
cba831e8-5567-4624-9a1b-a23495d325fa,Delhi,15-02-2025,In-Store,849225,Blinkit,33.38,365.84,Vegetables,b68b8a23,https://blinkit.com/product/7067,3,In Stock,Vegetarian,33%,3.63334E+11,551g,Tetra Pack,3 months,Bakery,Real,,396g,Express,20
fdfc033f-5be2-44c9-aad4-e655138b245e,Mumbai,10-04-2024,Online,,Blinkit,23.33,127.93,Bread,9437589b,https://blinkit.com/product/5782,1.1,Out of Stock,Vegetarian,5%,5.47969E+11,426g,Tetra Pack,10 months,Dairy,Mother Dairy,418.26,481g,Express,65
75283f88-0547-4123-b424-61ed08ef2e67,Ahmedabad,14-10-2024,Online,147875,Blinkit,49.88,413.78,,01d2c1a1,https://blinkit.com/product/5897,2,,Non-Vegetarian,42%,1.95356E+11,210g,Tetra Pack,21 months,Bakery,Nestle,377.2,289g,Express,97
992fcc1c-87d8-4c40-8a97-68ce7817b412,Kolkata,03-08-2024,App,774234,Blinkit,16.89,457.1,Vegetables,3e66730a,https://blinkit.com/product/4021,1.9,Out of Stock,Non-Vegetarian,13%,7.9302E+11,639g,Paper,13 months,Dairy,Amul,100.4,506g,Express,90
f22d6400-89c6-4678-b534-1b4ee00cca73,Pune,07-01-2025,In-Store,,Blinkit,47.19,204.98,Cereal,e4e58630,https://blinkit.com/product/6357,,Out of Stock,Vegetarian,35%,8.56801E+11,881g,Paper,,Dairy,Tropicana,148.1,713g,Express,33
caccc350-c3ee-43ec-8e32-ee9570bf1fd8,Delhi,29-03-2024,Online,566275,Blinkit,11.02,363.62,Bread,1a27c5d4,https://blinkit.com/product/9267,3.9,In Stock,Vegetarian,15%,7.20028E+11,500g,Glass Bottle,12 months,Grocery,Amul,45.95,327g,Express,5
baca9b78-e194-4a52-8b2f-7345cdf93a14,Chennai,19-03-2024,Online,413420,Blinkit,39.17,394.08,Fruits,2712ad4f,https://blinkit.com/product/1270,4.9,In Stock,Vegetarian,7%,4.26575E+11,578g,Paper,14 months,Dairy,Real,254.7,111g,Standard,4
cd9d76ce-45e2-40e2-8714-2751377e0fa5,Chennai,15-09-2024,Online,430266,Blinkit,35.19,407.5,Bread,6aa1dfdc,https://blinkit.com/product/4474,1.5,Out of Stock,Vegetarian,43%,8.52955E+11,610g,,18 months,Dairy,Kellogg's,66.97,307g,Express,29
1335867b-b224-4ef5-aac5-a6369df937c2,Mumbai,18-03-2024,Online,467904,Blinkit,32.46,145.76,Cheese,ba862ef3,https://blinkit.com/product/5387,1.3,Out of Stock,Non-Vegetarian,11%,6.95509E+11,182g,Glass Bottle,14 months,Fruits & Vegetables,Real,32.22,518g,,11
bfa100c7-682e-4130-af6e-5d2323706c4a,Chennai,01-10-2024,In-Store,350401,Blinkit,35.93,112.16,Vegetables,28c6ed1c,https://blinkit.com/product/6415,2.4,In Stock,Non-Vegetarian,33%,8.11829E+11,523g,Paper,20 months,Snacks,Mother Dairy,308.38,,,76
873f3bb7-2716-484f-8d3a-1b3f80e7c2fe,Delhi,05-04-2024,In-Store,306360,Blinkit,35.24,461.8,Vegetables,feaaadb1,https://blinkit.com/product/1830,4.7,In Stock,Non-Vegetarian,35%,7.44006E+11,323g,,,Grocery,Nestle,287.41,536g,Standard,31
e9cfcf8a-6b02-4207-9234-1d8bbbd74e4f,Hyderabad,15-06-2024,Online,271585,Blinkit,44.11,387.51,Fruits,7c02b553,https://blinkit.com/product/8671,4.2,In Stock,Non-Vegetarian,36%,2.79169E+11,183g,Plastic,17 months,Snacks,Amul,296.91,,Express,10
5eca84d2-e04d-4de6-8fd1-affb86e6678e,Mumbai,09-08-2024,App,299370,Blinkit,36.6,395.73,Snacks,da63f4b8,https://blinkit.com/product/1527,4.1,Out of Stock,,48%,7.4242E+11,449g,Paper,21 months,Dairy,Nestle,210.14,656g,,56
ebb49ac8-b4f5-4ac6-ae4a-584d2d026ec5,Ahmedabad,30-01-2025,Online,234616,Blinkit,21.04,333.76,Fruits,530390b2,https://blinkit.com/product/1041,,Out of Stock,Vegetarian,35%,6.06374E+11,487g,Plastic,23 months,Snacks,Tropicana,478.62,318g,Standard,95
8ae5207f-9a19-4319-95dd-9847b4e76347,Hyderabad,26-02-2025,App,256962,Blinkit,20.95,355.94,Bread,401c6f84,https://blinkit.com/product/5806,4.4,In Stock,Vegetarian,36%,6.25282E+11,662g,Paper,18 months,Dairy,Kellogg's,495.05,706g,Express,17
90f32eda-7e75-46d3-b3c1-d11c5978c752,Mumbai,11-04-2024,In-Store,141519,Blinkit,25.11,150.56,Juice,5402f3e1,https://blinkit.com/product/8779,3.5,In Stock,Vegetarian,6%,3.29832E+11,981g,Tetra Pack,15 months,,Tropicana,201.46,816g,Express,76
29f024ed-7004-41cf-ab4d-e9811959b327,Mumbai,09-11-2024,App,491919,Blinkit,33.21,236.23,Butter,d1896e2f,https://blinkit.com/product/8679,4.5,In Stock,Non-Vegetarian,49%,3.82323E+11,989g,Glass Bottle,7 months,Grocery,,402.35,265g,Standard,2
7d28889c-b3e6-4bc7-b9b9-de0714d96a1c,,26-08-2024,In-Store,749921,Blinkit,40.85,275.12,Butter,5ace5763,https://blinkit.com/product/4235,1.5,Out of Stock,Non-Vegetarian,45%,9.76575E+11,985g,Plastic,19 months,Dairy,Real,398.98,542g,Express,19
3a097c22-24c6-4891-a2a9-b5c471fd281f,Kolkata,30-07-2024,Online,329213,Blinkit,25.55,381.86,Milk,d76bef83,https://blinkit.com/product/3414,3.7,,Non-Vegetarian,,6.1244E+11,780g,Tetra Pack,10 months,Grocery,Kellogg's,431.88,501g,,59
d785c318-38b0-4fb3-bcb4-c712c7e7561f,Hyderabad,17-08-2024,App,805258,Blinkit,21.58,365.01,,7dc3a773,https://blinkit.com/product/5696,3.3,In Stock,Vegetarian,28%,8.79314E+11,675g,Tetra Pack,3 months,Dairy,Britannia,245.58,113g,Standard,46
20ddc301-6a71-4835-b2d0-ac9e425107cf,Pune,01-11-2024,In-Store,240153,Blinkit,30.48,418.17,Vegetables,5dc45790,https://blinkit.com/product/8125,2.8,In Stock,Vegetarian,5%,6.51838E+11,725g,Plastic,13 months,Grocery,Amul,487.35,382g,Standard,92
